JOB ID,企業名,フェーズ（シード、アーリー、ミドル、レイター、上場）,求人票URL,データ登録日,ポジション,【簡易】職種,年収下限 [万円],年収上限 [万円],応募必須要件補足,応募歓迎要件補足,求める人物像,応募条件補足タグ,ワークスタイル（リモートワーク採用状況）,プロダクト属性（カテゴリー）,ここがお勧め！
21382,株式会社くすりの窓口,上場,https://next.mar-cari.jp/job-descriptions/95c2ee07eef486e9be3bccfa9fd6984d,2025/03/21 10:55:48,サービス企画ディレクター（メディア）,マーケティング,480,800,"・アプリ、Webサービスのディレクション経験をお持ちの方
・定量/定性データに基いた課題設定・仮説立案・施策検証（PDCAの実施）の経験","・エンジニア/デザイナーのバックグラウンド有する方
・新規サービスの立ち上げや大型リニューアル等、サービス全体に関わった経験",課題解決に情熱を持ち柔軟に動くことのできる方,,4.フル出社,"業界特化（横断検索）,Vertical（医療/介護）","・EPARKお薬手帳アプリ 累計ダウンロード数700万、累計お薬情報記帳数8,900万件、累計かかりつけ薬局登録数200万件を突破！
・国内の約3割にあたる2万店舗と連携し、薬局検索や処方箋のネット予約システムを提供！
・2025年3月期の売上高は111億9,900万円で前年同期比28.4%増、営業利益は19億5,400万円で同42.6%増、親会社株主帰属純利益は133.7%増の20億3,500万円を達成！

「ヘルスケア領域に新しい価値を提供する」をミッションに掲げ、患者と医療機関双方の利便性向上を目指す医療IT企業である。

国内最大級の薬局・ドラッグストア検索予約サイト「EPARKくすりの窓口」を運営し、処方箋ネット受付サービスを通じて患者の待ち時間短縮や薬局の業務効率化に貢献している。
また、電子お薬手帳アプリ「EPARKお薬手帳」は累計ダウンロード数700万を突破し、家族のお薬管理やオンライン服薬指導にも対応するなど、PHR（Personal Health Record）アプリとしての機能強化を進めている。
医薬品の余剰在庫を有効活用する「みんなのお薬箱」事業や、医療機関・介護施設向けの基幹システム提供など、幅広いソリューションで医療DXを推進している点が強みである。"
20217,モノグサ株式会社,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/9bf2615d499997c0fa38f74e93763251,2025/01/28 10:10:06,【新規事業｜forBusiness】事業開発セールスMgr候補,フィールドセールス,800,1300,"・エンタープライズ企業の重要役職者（目安: 部長様以上）との新規折衝をリードされたご経験
・顧客課題を自ら深く捉えにいき、提案によって解決を導く深耕折衝のご経験
・現職や前職での圧倒的成果を創出されたご経験
・組織マネジメントの経験","・開発組織との協業のご経験
・自社プロダクトを展開しているBtoB SaaSにおけるご経験
・成功要因を型化し組織に展開したご経験","・モノグサのミッションに共感し、記憶事業に想いをもって取り組んでいただける方
・素直で学習意欲が高く、過去の経験に囚われずにアンラーニングを厭わない方
・自分の役割や責任範囲を制限せず、事業や顧客のために必要だと思ったことを自ら提案・行動に移せる方
・自身の成功体験を再現性のある形で、周囲に展開することに喜びを感じられる方
・顧客課題が顕在的でない状況下において、まだ未成熟なプロダクトで顧客に向き合うことに楽しみを感じれる方
・決まったルールがないことや、正解がない問いに向き合うことを面白いと思える方",,2.リモート主体（出社＜リモート）,"業界特化（横断検索）,ビジネスコンサルティング（業務特化）,Vertical（教育）","・累計学習回数 75憶回突破！
・横浜市学力・学習状況調査などの教育ビッグデータとAIドリルから得られる日々の学習データを活用
・大手小売業の販売員資格試験対策で合格率向上、大手リース関連企業では営業研修で商談獲得率の大幅改善に貢献

「記憶を日常に。」をミッションに掲げ、AIを活用した記憶定着のための学習プラットフォーム「Monoxer」を開発・運営する企業である。
学習者の記憶度と忘却速度をAIが算出し、最適な問題とタイミングで出題することで、効率的な記憶定着をサポート。教育機関だけでなく、企業の人材育成や資格取得支援にも活用され、幅広い分野で成果を上げている。社員の成長を支援する企業文化も魅力であり、働きがいのある会社ランキングでベストカンパニーに選出された実績を持つ。"
18549,株式会社mov,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/8fb9c4eb748e552911ae69ee2fb66eb0,2024/10/15 11:59:31,404　『口コミコム』デジタルマーケティングコンサルタント,マーケティング,400,700,"以下いずれも必須
・デジタル広告の運用／コンサルティング業務経験がある方（2年以上）
・デジタル広告の営業または運用経験2年以上
※カスタマーサクセスの経験は問いません",,"・人を巻き込みつつも、丁寧な議論のもと物事を推し進めていける方
・ビジネスプロセスやワークフローを構造化して考えることができる方
・必要なことであれば実務的な仕事にも取り組み成果にコミットできる方
・自分が切り拓く、自分がつくりあげるというベンチャー思考をお持ちの方
・マーケットインの発想をベースに、事業成長を考えられる方
・過去の経験を生かしつつも固執せず、常に俯瞰して合理的な判断ができる方",,3.リモート有（リモート＜出社）,マーケティング（コンサルティング支援）,"・累計調達金額50億円を突破！
・Google for Startups「AI スタートアップ プログラム」採択！
・「すごいベンチャー100」2022年最新版に選出！

「日本のポテンシャルを最大化する」を使命に、店舗支援事業とインバウンド支援事業を展開する企業である。

特に、店舗向け集客一元化プラットフォーム「口コミコム」は国内外21サイトとの連携により、多面的な店舗情報管理やMEO対策を提供し、AIを活用した業務効率化や分析機能を強みとしている。

また、業界最大級のインバウンドビジネスメディア「訪日ラボ」を運営し、インバウンド市場の回復とともに大きな反響を得ている。同社は、実直なコンサルティングと高水準のプロダクト開発により、着実かつ加速度的な成長を遂げている。"
17897,株式会社ログラス,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/c5cc9991ab1ca45f36a40dda9198df37,2024/08/19 10:28:09,アカウントマネージャー（関西オフィス）,カスタマーサクセス,700,1200,"以下のいずれかの経験を通算5年以上お持ちの方。

・SIer／ITベンダーでの法人向け営業・アカウントマネジメント・プリセールス経験
・中長期のアカウントプランを描き、既存顧客を深耕した経験
経験職種例

・ITベンダーでのエンタープライズ向けプリセールスの経験者
・ITベンダー／SIerでのエンタープライズ向けアカウントセールスの経験者","・コンサルティングファーム／SIerでのプロジェクト推進経験
・事業会社の経営管理・管理会計、または予算・見込策定の実務経験
・財務会計や財務会計システムに関する知識
・SaaS／サブスクリプションモデルでのカスタマーサクセス・アカウントマネジメント経験","ログラスにマッチする可能性の高い人物像
・お客様との関係性を長期的に形成し、お客様に深く浸透していく事に強い興味がある方
・お客様への新たな価値を提案していく事に対して強い興味のある方
・自社のプロダクトやその活用事例を深く理解する事に対して強い興味のある方
・成長に向けて組織を整備していく過程に興味がある方
・マルチプロダクト・AIなど、変化の激しい環境で自らの提案をアップデートし続けられる方",,4.フル出社,ビジネスコンサルティング（業務特化）,"予実管理SaaS/PaaS市場 シェアNo.1！
累計調達額 100億円 突破！

「良い景気を作ろう。」をミッションに掲げ、日本経済の活性化に貢献するDXサービスを提供している企業である。
特に、クラウド経営管理システム「Loglass 経営管理」は、企業内に散在する経営データを一元管理し、高度な分析を可能にすることで、経営判断の精度とスピードを高めることに貢献している。
今後もAIを活用した新機能の開発や、2027年までに20以上のプロダクト展開を目指すなど、積極的な事業拡大を推進しており、日本の未来を経営からアップデートする挑戦を続けている企業である。"
17794,株式会社クーリエ,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/75fa2694990c5af0421b80062a190e60,2024/08/08 13:24:16,202502【Sales Enablement||Client Sales||BPOマネージャー】BPO(入居）_クライアントセールス,カスタマーサクセス,500,1200,"・SVやセールスの責任者候補として数字責任を負った経験
・数字と目標へのコミットメントに執着心があり、KPIマネジメントに抵抗がない方
・管掌する組織へのエグゼキューション（実行力）と深い理解力を持つ方
・常に事業インパクトの優先順位を考え、スピード感をもって取り組める方","・事業会社におけるトップセールスの経験
・結果に責任を持ち、圧倒的な事業成長を実現させた経験
・戦略思考でゴールから逆算し、高い精度でKPIを設計できる方
・セールスの領域におけるマネジメント、組織構築を推進した経験
・属人的なオペレーションの自動化を実現した経験（SFA、BPRやSEの経験でも可）","・当社のミッション、ビジョン、バリューに共感していただける方
・泥臭く実行部分まで入り込むことで、細部を把握しオペレーション改善に繋げられる方
・経営層のメッセージを理解し、自分の言葉で現場に落とし込むことができる方",,4.フル出社,"業界特化（横断検索）,HR-Tech（採用関連）,Vertical（医療/介護）","・「みんなの介護」老人ホームの掲載数で8年連続業界No.1！
・月間1,200万PV業界トップシェア誇るメディア！
・超高齢社会という社会課題の解決に挑むヘルスケアテック企業！

「テクノロジーによって新しい価値を創造し、一人ひとりのより良い未来をつくる」をミッションに掲げ、介護・福祉領域におけるデジタルプラットフォーム事業を展開する企業である。

主力サービスである老人ホーム検索サイト「みんなの介護」は、老人ホーム掲載数8年連続業界No.1を誇り、月間1,200万PVを超える国内有数の介護メディアへと成長。介護施設を探す利用者と施設運営者をつなぐことで、介護市場における情報の非対称性解消に貢献している。

また、介護・医療・シニア領域において新規事業やサービス開発にも積極的に取り組んでおり、超高齢社会が抱える課題解決にテクノロジーの力で挑戦している。データドリブンな意思決定や現場主導のカルチャーが根付いており、社員一人ひとりが裁量を持ちながら成長できる環境も魅力である。

今後も市場拡大が見込まれる介護・ヘルスケア領域で社会的意義の高い事業に携わりたい方、成長企業で早期にリーダー・マネジメントポジションを目指したい方におすすめの企業である。"
17781,株式会社クーリエ,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/e02c24c52cc42bec2e7459ca9437f7eb,2024/08/08 11:45:11,202502【Marketing Communication||Content & Branding||コンテンツディレクター/プロンプトエンジニア】コンテンツストラテジー_マーケティング,マーケティング,400,800,"大卒以上の学歴を有する方
Web制作会社やオウンドメディア運営会社でのディレクター経験（1年以上）
SEO分析と改善施策に関する実務経験
エンジニアやデザイナーとの協業経験
アクセス解析から改善案の立案・実行までの一連の実務経験","オウンドメディアの運営経験
出版社や編集プロダクションでの書籍、雑誌等の編集経験
各種メディア立ち上げ経験
ライターとしての記事配信経験
IT／医療／介護業界の知見がある方
GoogleAnalyticsなどを利用したサイト分析経験
事業会社でのマーケター経験
コンテンツマーケティングの実践経験",事業成長に本気で貢献したいという強い意欲を持つ方,,4.フル出社,"業界特化（横断検索）,HR-Tech（採用関連）,Vertical（医療/介護）","・「みんなの介護」老人ホームの掲載数で8年連続業界No.1！
・月間1,200万PV業界トップシェア誇るメディア！
・超高齢社会という社会課題の解決に挑むヘルスケアテック企業！

「テクノロジーによって新しい価値を創造し、一人ひとりのより良い未来をつくる」をミッションに掲げ、介護・福祉領域におけるデジタルプラットフォーム事業を展開する企業である。

主力サービスである老人ホーム検索サイト「みんなの介護」は、老人ホーム掲載数8年連続業界No.1を誇り、月間1,200万PVを超える国内有数の介護メディアへと成長。介護施設を探す利用者と施設運営者をつなぐことで、介護市場における情報の非対称性解消に貢献している。

また、介護・医療・シニア領域において新規事業やサービス開発にも積極的に取り組んでおり、超高齢社会が抱える課題解決にテクノロジーの力で挑戦している。データドリブンな意思決定や現場主導のカルチャーが根付いており、社員一人ひとりが裁量を持ちながら成長できる環境も魅力である。

今後も市場拡大が見込まれる介護・ヘルスケア領域で社会的意義の高い事業に携わりたい方、成長企業で早期にリーダー・マネジメントポジションを目指したい方におすすめの企業である。"
16442,株式会社mov,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/999fcce65b25bce99e5bc2c6fcde44c2,2024/03/25 14:44:43,1402　『口コミコム』カスタマーサクセス,カスタマーサクセス,430,600,"【必須】
・法人折衝のご経験
・デジタルマーケティング領域に携わったご経験
・データ分析など数値を扱うご経験
・顧客に課題解決型の提案を行ったご経験","・SaaS業界での経験
・マーケティングに関する知見
・デジタルマーケティングに関する知見
・マネジメント経験
・飲食店など店舗ビジネスにおける本社業務（特にマーケティング）経験","・自分が切り拓く、自分がつくりあげるというベンチャー思考をお持ちの方
・マーケットインの発想をベースに、事業成長を考えられる方
・過去の経験を生かしつつも固執せず、常に俯瞰して合理的な判断ができる方
・人を巻き込みつつも、丁寧な議論のもと物事を推し進めていける方
・ビジネスプロセスやワークフローを構造化して考えることができる方
・必要なことであれば実務的な仕事にも取り組み成果にコミットできる方",,3.リモート有（リモート＜出社）,マーケティング（コンサルティング支援）,"・累計調達金額50億円を突破！
・Google for Startups「AI スタートアップ プログラム」採択！
・「すごいベンチャー100」2022年最新版に選出！

「日本のポテンシャルを最大化する」を使命に、店舗支援事業とインバウンド支援事業を展開する企業である。

特に、店舗向け集客一元化プラットフォーム「口コミコム」は国内外21サイトとの連携により、多面的な店舗情報管理やMEO対策を提供し、AIを活用した業務効率化や分析機能を強みとしている。

また、業界最大級のインバウンドビジネスメディア「訪日ラボ」を運営し、インバウンド市場の回復とともに大きな反響を得ている。同社は、実直なコンサルティングと高水準のプロダクト開発により、着実かつ加速度的な成長を遂げている。"
21463,株式会社エス・エム・エスサポートサービス,上場,https://next.mar-cari.jp/job-descriptions/b3665b88b51cd4e44051d4f4443e7d20,2025/03/26 15:48:28,〔北海道〕　介護ソフト カスタマーサポート　マネージャー候補,カスタマーサクセス,510,600,"▼下記いずれかの経験
・一定規模（数名～数十名）のチームを率いて業務改革及び、マネジメントを行った経験
・コールセンター/コンタクトセンターでのマネジメント経験
・カスタマーサポート・カスタマーサクセス・CRM関連業務におけるマネジメント経験
【スキル】
・人材育成、マネジメントスキル
・業務設計力&実行力
・チーム形成･推進力
・折衝力
・論理的思考力
▼同ポジションの活躍事例／前職経験
・ドラッグストア店長
・コールセンター(インハウス型）SV
・インテリアショップ部門責任者
・人材紹介営業
・教師（中学校教諭、小学校教諭）/予備校講師",,"・現場オペレーション・メンバーを理解し、寄り添ったマネジメントができる方
・自責思考で、上下といった立場関係なくフラットに、相手への尊敬をもって他者との関係構築できる方
・様々な視点・立場に立って柔軟な思考で取り組める方
・当事者意識をもち、自ら考え行動し、スピード感をもって仕事を推進し、コミットできる方",,4.フル出社,"業界特化（横断検索）,Vertical（医療/介護）","・東証プライム上場企業である株式会社エス・エム・エスの100％子会社
・女性活躍推進法に基づく「えるぼし認定」を取得
・20代～30代を中心に幅広い年代の社員が活躍
・札幌を拠点に全国規模の事業運営を支援

「高齢社会におけるヒト・モノ・コト・情報を『つなぐ』ことで社会に貢献し続ける」を理念に掲げ、医療・介護・ヘルスケア・シニアライフ領域における社会課題の解決に取り組んでいる企業である。

同社は、東証プライム上場企業である株式会社エス・エム・エスグループの一員として、グループ各社の事業運営を支える重要な役割を担っている。高齢社会を取り巻くさまざまな課題に対し、人材・情報・サービスをつなぐことで、医療・介護従事者や事業者、生活者を支える社会インフラの構築に貢献している。

また、札幌を拠点としながら全国規模のサービス運営に携わることができる点も特徴の一つ。安定した経営基盤のもとで専門性を高めながらキャリア形成が可能な環境である。加えて、女性活躍推進法に基づく「えるぼし認定」を取得しており、20代～30代を中心に多くの女性社員が活躍している。ライフイベントとキャリアを両立しながら、長期的に働き続けやすい環境づくりにも注力している。"
21384,株式会社くすりの窓口,上場,https://next.mar-cari.jp/job-descriptions/a89d58d5f4c40533308d5eb34c9427b4,2025/03/21 11:02:07,アシスタントWEBディレクター（メディア）,事業企画,420,540,"・開発寄りのWebディレクションもしくは類似の実務経験１年以上
・IT業界経験者もしくは、Web知識のある方（Web用語や、ビジネス用語を程度理解できる方）",,"・今後IT業界での上流工程に挑戦していきたい意欲のある方
・チームで協力してお仕事をすることが好きな方",,4.フル出社,"業界特化（横断検索）,Vertical（医療/介護）","・EPARKお薬手帳アプリ 累計ダウンロード数700万、累計お薬情報記帳数8,900万件、累計かかりつけ薬局登録数200万件を突破！
・国内の約3割にあたる2万店舗と連携し、薬局検索や処方箋のネット予約システムを提供！
・2025年3月期の売上高は111億9,900万円で前年同期比28.4%増、営業利益は19億5,400万円で同42.6%増、親会社株主帰属純利益は133.7%増の20億3,500万円を達成！

「ヘルスケア領域に新しい価値を提供する」をミッションに掲げ、患者と医療機関双方の利便性向上を目指す医療IT企業である。

国内最大級の薬局・ドラッグストア検索予約サイト「EPARKくすりの窓口」を運営し、処方箋ネット受付サービスを通じて患者の待ち時間短縮や薬局の業務効率化に貢献している。
また、電子お薬手帳アプリ「EPARKお薬手帳」は累計ダウンロード数700万を突破し、家族のお薬管理やオンライン服薬指導にも対応するなど、PHR（Personal Health Record）アプリとしての機能強化を進めている。
医薬品の余剰在庫を有効活用する「みんなのお薬箱」事業や、医療機関・介護施設向けの基幹システム提供など、幅広いソリューションで医療DXを推進している点が強みである。"
20293,株式会社クーリエ,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/8264edb117b1ac1497a6afb3004f22d0,2025/01/31 11:46:06,202502【採用担当】人事・総務_コーポレート,採用人事【新卒/中途】,400,800,"・事業会社の人事・総務部門での実務経験
・中途採用経験
・各種媒体、AGTマネジメント、ATS利用経験","・新卒採用経験
・他部門の人的ニーズを柔軟に理解し、適切な採用計画を立案できる方
・人材育成プログラムの企画・運営経験
・組織と人材活性化のための人事制度の設計・導入経験
・教育・研修コンサルティング会社での実務経験
・大規模な人材育成プロジェクトのマネジメント経験
・新人教育やマネジメント研修の企画・実施経験
・採用活動全般に関する幅広い知識と実践経験
・人事データ分析とそれに基づく戦略立案経験
・従業員エンゲージメント向上施策の企画・実行経験
・人事システムの導入・運用最適化経験","・物事を整理して優先順位をつけ、確実に実行できる方
・業務に対する情熱とスピード感を持って仕事に向き合える方
・未知の事柄に対して論理的に分析し仮説を立て、実践できる方
・周囲のスタッフと協調して、チームのアウトプット最大化に貢献できる方
・経営目標を理解し、人材戦略として具現化できる方",,4.フル出社,"業界特化（横断検索）,HR-Tech（採用関連）,Vertical（医療/介護）","・「みんなの介護」老人ホームの掲載数で8年連続業界No.1！
・月間1,200万PV業界トップシェア誇るメディア！
・超高齢社会という社会課題の解決に挑むヘルスケアテック企業！

「テクノロジーによって新しい価値を創造し、一人ひとりのより良い未来をつくる」をミッションに掲げ、介護・福祉領域におけるデジタルプラットフォーム事業を展開する企業である。

主力サービスである老人ホーム検索サイト「みんなの介護」は、老人ホーム掲載数8年連続業界No.1を誇り、月間1,200万PVを超える国内有数の介護メディアへと成長。介護施設を探す利用者と施設運営者をつなぐことで、介護市場における情報の非対称性解消に貢献している。

また、介護・医療・シニア領域において新規事業やサービス開発にも積極的に取り組んでおり、超高齢社会が抱える課題解決にテクノロジーの力で挑戦している。データドリブンな意思決定や現場主導のカルチャーが根付いており、社員一人ひとりが裁量を持ちながら成長できる環境も魅力である。

今後も市場拡大が見込まれる介護・ヘルスケア領域で社会的意義の高い事業に携わりたい方、成長企業で早期にリーダー・マネジメントポジションを目指したい方におすすめの企業である。"
20292,株式会社クーリエ,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/3aede26a457117f039b4478c4fa0932d,2025/01/31 11:43:35,202502【BizDevMgr】_BizDev,事業企画,800,1800,"・経営戦略の策定・実行や事業開発を3年以上推進してきた経験
・DXを活用した戦略立案・実行に携わった経験
・ITコンサルタントとして改革を実行した経験
・戦略立案から業務改革（BPR）まで携わった経験
・プロジェクトマネージャーとして大規模案件を完遂させた経験","・売上規模が数十億～100億の事業会社で、経営企画や事業戦略の策定から実行までの経験
・全社戦略や事業戦略の立案から実行までを自らドライブし成長させた経験
・経営・戦略コンサルティングファームでのマネージャーポジション以上の経験
・PL責任を担い、自らオーナーシップを持って事業推進をした経験
・IT企業やコンサルティングファームにおけるM&A後のPMI経験
・ベンチャー企業などスピードが求められる環境における変革をリードした経験
・コンサルティングファームや自社サービスを運営しているIT企業での業務経験","・業務に対し責任を持ち、最後まで遂行するスタンスをお持ちの方
・会社の課題を自分事と捉え、主体的に課題発見や業務に取り組める方
・不確実性を恐れず、従来のやり方に固執しないで柔軟に課題に向き合える方
・社内外のステークホルダーを巻き込みプロジェクトを推進できる方
・事業や組織の成長によって起きる急激な変化を前向きに捉えることができる方",,4.フル出社,"業界特化（横断検索）,HR-Tech（採用関連）,Vertical（医療/介護）","・「みんなの介護」老人ホームの掲載数で8年連続業界No.1！
・月間1,200万PV業界トップシェア誇るメディア！
・超高齢社会という社会課題の解決に挑むヘルスケアテック企業！

「テクノロジーによって新しい価値を創造し、一人ひとりのより良い未来をつくる」をミッションに掲げ、介護・福祉領域におけるデジタルプラットフォーム事業を展開する企業である。

主力サービスである老人ホーム検索サイト「みんなの介護」は、老人ホーム掲載数8年連続業界No.1を誇り、月間1,200万PVを超える国内有数の介護メディアへと成長。介護施設を探す利用者と施設運営者をつなぐことで、介護市場における情報の非対称性解消に貢献している。

また、介護・医療・シニア領域において新規事業やサービス開発にも積極的に取り組んでおり、超高齢社会が抱える課題解決にテクノロジーの力で挑戦している。データドリブンな意思決定や現場主導のカルチャーが根付いており、社員一人ひとりが裁量を持ちながら成長できる環境も魅力である。

今後も市場拡大が見込まれる介護・ヘルスケア領域で社会的意義の高い事業に携わりたい方、成長企業で早期にリーダー・マネジメントポジションを目指したい方におすすめの企業である。"
16710,株式会社 UPSIDER,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/613add61619ef188bbb95134c9cfb12a,2024/04/30 14:50:51,A001. オープンポジション - Biz / Corp,オープンポジション,,,"ご経歴が分かる情報を添付いただくか、フリーテキストで簡単にご記載くださいませ。
例）履歴書や職務経歴書、SNSアカウント等",,"UPSIDERのミッションやバリューに共感いただける方
既存の枠組みを超えたチャレンジしようという気持ちが旺盛な方
カオスな環境を楽しむことが出来る、前向きでポジティブな方
やるべきコトに向き合い、泥臭い業務を厭わない方",,2.リモート主体（出社＜リモート）,ビジネスコンサルティング（業務特化）,"・累計導入企業数10万社以上、累計決済額8,500億円超
・法人カード「UPSIDER」は最大10億円の利用限度額、ポイント還元率1.0%?1.5%と高還元率
・年会費・発行手数料無料、追加カード発行枚数無制限

「挑戦者を支える世界的な金融プラットフォームを創る」をミッションに掲げ、テクノロジーと金融の力で企業の成長を支援する企業である。
特に、成長企業向けの法人カード「UPSIDER」は、独自のAI与信モデルにより最大10億円という高額な利用限度額を実現し、スタートアップから上場企業まで幅広い企業の資金繰りやバックオフィス業務の課題解決に貢献している。
また、バーチャルカードの即時発行や、会計ソフトとの連携による経理業務の効率化機能も充実しており、累計導入企業数は10万社以上、累計決済額は8,500億円を超える（2025年11月時点）。
2025年7月にはみずほフィナンシャルグループへの戦略的グループインを発表し、さらなる事業拡大と金融エコシステムの共創を目指している。"
22481,モノグサ株式会社,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/5f470d9890da0058ab7c557416c392bc,2025/06/12 10:35:13,事業開発セールス,フィールドセールス,550,800,"・IT業界、無形商材での営業経験
・顧客課題を自ら深く捉えにいき、提案によって解決を導く深耕営業のご経験
・定量情報の分析から課題特定をした経験
・多様なステークホルダーを巻き込みながら、顧客の意思決定をリードした経験","・SaaS領域でのフィールドセールス経験
・成功要因を型化し組織に展開したご経験
・開発組織との協働経験","・モノグサのミッションに共感し、記憶事業に想いをもって取り組んでいただける方
・純粋に「Sales」という役割や、顧客に向き合うことがお好きな方
・素直で学習意欲が高く、過去の経験に囚われずにアンラーニングを厭わない方
・自分の役割や責任範囲を制限せず、事業や顧客のために必要だと思ったことを自ら提案・行動に移せる方
・自身の成功体験を再現性のある形で、周囲に展開することに喜びを感じられる方",,2.リモート主体（出社＜リモート）,"業界特化（横断検索）,ビジネスコンサルティング（業務特化）,Vertical（教育）","・累計学習回数 75憶回突破！
・横浜市学力・学習状況調査などの教育ビッグデータとAIドリルから得られる日々の学習データを活用
・大手小売業の販売員資格試験対策で合格率向上、大手リース関連企業では営業研修で商談獲得率の大幅改善に貢献

「記憶を日常に。」をミッションに掲げ、AIを活用した記憶定着のための学習プラットフォーム「Monoxer」を開発・運営する企業である。
学習者の記憶度と忘却速度をAIが算出し、最適な問題とタイミングで出題することで、効率的な記憶定着をサポート。教育機関だけでなく、企業の人材育成や資格取得支援にも活用され、幅広い分野で成果を上げている。社員の成長を支援する企業文化も魅力であり、働きがいのある会社ランキングでベストカンパニーに選出された実績を持つ。"
17798,株式会社クーリエ,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/2c1bb7330fbae38aad7457014f67630f,2024/08/08 13:34:00,202502【セールスイネーブルメント】セールスイネーブルメント_クライアントセールス,カスタマーサクセス,500,1200,"・数字に責任を持ち、常にコスト意識を持って最適解を模索できる方
・顧客折衝やプロジェクト管理の経験
・当事者意識を持って仕事に向き合い、成功事例を生み出した経験
・プラットフォームビジネスやSaaS企業での業務経験","・営業組織立ち上げの経験
・急拡大したSaaS企業でのカスタマーサクセス経験
・コンサルティング会社でのBPO、BPR経験
・データ分析および分析結果に基づいた施策の実行経験
・ソリューション提案の仕組み化の経験","・「人の役に立ちたい」「ビジネスを通して社会貢献をしたい」という想いを持つ方
・経営幹部として成長し、本質的な課題解決力を身につけたい方
・新しいサービスや急成長環境でチャレンジ精神を持って働ける方
・テクノロジーを活用して新しい価値を創造することに情熱がある方",,4.フル出社,"業界特化（横断検索）,HR-Tech（採用関連）,Vertical（医療/介護）","・「みんなの介護」老人ホームの掲載数で8年連続業界No.1！
・月間1,200万PV業界トップシェア誇るメディア！
・超高齢社会という社会課題の解決に挑むヘルスケアテック企業！

「テクノロジーによって新しい価値を創造し、一人ひとりのより良い未来をつくる」をミッションに掲げ、介護・福祉領域におけるデジタルプラットフォーム事業を展開する企業である。

主力サービスである老人ホーム検索サイト「みんなの介護」は、老人ホーム掲載数8年連続業界No.1を誇り、月間1,200万PVを超える国内有数の介護メディアへと成長。介護施設を探す利用者と施設運営者をつなぐことで、介護市場における情報の非対称性解消に貢献している。

また、介護・医療・シニア領域において新規事業やサービス開発にも積極的に取り組んでおり、超高齢社会が抱える課題解決にテクノロジーの力で挑戦している。データドリブンな意思決定や現場主導のカルチャーが根付いており、社員一人ひとりが裁量を持ちながら成長できる環境も魅力である。

今後も市場拡大が見込まれる介護・ヘルスケア領域で社会的意義の高い事業に携わりたい方、成長企業で早期にリーダー・マネジメントポジションを目指したい方におすすめの企業である。"
17791,株式会社クーリエ,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/9d077b42d6a1860bcd6bf4f3b7d78164,2024/08/08 13:15:48,202408【PdM（プロダクトマネージャー）】PMF_プロダクトマネジメント,マーケティング,800,1500,"・プロダクトマネジメントまたは開発ディレクションの実務経験 (3年以上)
∟WebサービスやアプリにおけるUX/UIを設計した経験
∟ユーザーニーズから課題を抽出し数値を意識した企画立案経験
∟開発チームやデザイナーと協力してプロダクト開発を行った経験","・GoogleAnalyticsなどのアクセス解析ツールを用いたデータ分析経験
・ユーザビリティテストの設計、実施、分析経験
・カスタマージャーニーマップ、理想シナリオなどのユーザー体験構想スキル
・エンジニアとしての開発業務経験
・UI/UX設計をリードした経験
・介護業界または福祉関連サービスでの就業経験
・新規事業の立ち上げや既存サービスの大規模リニューアル経験","・自律的に行動し、プロジェクトのリーダーシップを発揮できる方
・プロジェクト、プロダクトの成長のために領域を超えて考え抜くことができる方
・エンジニア、デザイナーの考え方を理解し、円滑なコミュニケーションを取れる方
・新しい知識や技術を貪欲に吸収し、アウトプットできる方
・サービスを自分ごととして捉え、細部までクオリティを追求できる方",,4.フル出社,"業界特化（横断検索）,HR-Tech（採用関連）,Vertical（医療/介護）","・「みんなの介護」老人ホームの掲載数で8年連続業界No.1！
・月間1,200万PV業界トップシェア誇るメディア！
・超高齢社会という社会課題の解決に挑むヘルスケアテック企業！

「テクノロジーによって新しい価値を創造し、一人ひとりのより良い未来をつくる」をミッションに掲げ、介護・福祉領域におけるデジタルプラットフォーム事業を展開する企業である。

主力サービスである老人ホーム検索サイト「みんなの介護」は、老人ホーム掲載数8年連続業界No.1を誇り、月間1,200万PVを超える国内有数の介護メディアへと成長。介護施設を探す利用者と施設運営者をつなぐことで、介護市場における情報の非対称性解消に貢献している。

また、介護・医療・シニア領域において新規事業やサービス開発にも積極的に取り組んでおり、超高齢社会が抱える課題解決にテクノロジーの力で挑戦している。データドリブンな意思決定や現場主導のカルチャーが根付いており、社員一人ひとりが裁量を持ちながら成長できる環境も魅力である。

今後も市場拡大が見込まれる介護・ヘルスケア領域で社会的意義の高い事業に携わりたい方、成長企業で早期にリーダー・マネジメントポジションを目指したい方におすすめの企業である。"
